,Annotation,accuracy,precision,sensitivity,specificity
171,PWY0-1544,0.995979899497,0.0,0.0,0.996981891348
173,PWY0-1561,0.997989949749,0.0,0.0,0.998993963783
174,PWY0-1565,0.995979899497,0.0,0.0,0.996981891348
175,PWY0-1567,0.995979899497,0.0,0.0,0.996981891348
176,PWY0-41,0.997989949749,0.0,0.0,0.998993963783
178,PWY0-862,0.995979899497,0.0,0.0,0.996981891348
179,TRPSYN-PWY,0.995979899497,0.0,0.0,0.996981891348
181,ACETOACETATE-DEG-PWY,0.997989949749,0.0,0.0,0.998993963783
183,AST-PWY,0.997989949749,0.0,0.0,0.998993963783
188,GLYCOGENSYNTH-PWY,0.997989949749,0.0,0.0,0.998993963783
194,PWY-5350,0.997989949749,0.0,0.0,0.998993963783
195,PWY-5659,0.997989949749,0.0,0.0,0.998993963783
201,PWY-6611,0.996984924623,0.0,0.0,0.997987927565
202,PWY-6700,0.996984924623,0.0,0.0,0.997987927565
204,PWY-6897,0.997989949749,0.0,0.0,0.998993963783
207,PWY-7206,0.996984924623,0.0,0.0,0.997987927565
209,PWY-7446,0.997989949749,0.0,0.0,0.998993963783
210,PWY-7545,0.997989949749,0.0,0.0,0.998993963783
212,PWY0-1241,0.997989949749,0.0,0.0,0.998993963783
213,PWY0-1295,0.997989949749,0.0,0.0,0.998993963783
214,PWY0-1338,0.996984924623,0.0,0.0,0.997987927565
215,PWY0-1507,0.997989949749,0.0,0.0,0.998993963783
224,TYRSYN,0.997989949749,0.0,0.0,0.998993963783
30,PWY0-1347,0.995979899497,,0.0,1.0
32,ARGDEG-PWY,0.996984924623,,0.0,1.0
41,TRNA-CHARGING-PWY,0.996984924623,,0.0,1.0
45,PWY-7805,0.996984924623,,0.0,1.0
61,HISTSYN-PWY,0.997989949749,,0.0,1.0
65,POLYAMSYN-PWY,0.997989949749,,0.0,1.0
67,PWY-6823,0.997989949749,,0.0,1.0
69,PWY0-1356,0.997989949749,,0.0,1.0
70,PWY0-1578,0.997989949749,,0.0,1.0
74,GALACT-GLUCUROCAT-PWY,0.997989949749,,0.0,1.0
77,NAGLIPASYN-PWY,0.997989949749,,0.0,1.0
96,GLUCOSE1PMETAB-PWY,0.997989949749,,0.0,1.0
98,GLYCOLATEMET-PWY,0.997989949749,,0.0,1.0
100,KETOGLUCONMET-PWY,0.997989949749,,0.0,1.0
104,ORNDEG-PWY,0.997989949749,,0.0,1.0
110,PWY-7220,0.997989949749,,0.0,1.0
111,PWY-7222,0.997989949749,,0.0,1.0
114,PWY0-1533,0.997989949749,,0.0,1.0
115,PWY0-1582,0.997989949749,,0.0,1.0
119,GLUCARGALACTSUPER-PWY,0.997989949749,,0.0,1.0
121,GLUTORN-PWY,0.997989949749,,0.0,1.0
122,GLYOXYLATE-BYPASS,0.997989949749,,0.0,1.0
124,NRI-PWY,0.997989949749,,0.0,1.0
127,PWY-5437,0.997989949749,,0.0,1.0
132,PWY-6579,0.997989949749,,0.0,1.0
135,PWY-7315,0.997989949749,,0.0,1.0
136,PWY0-1297,0.997989949749,,0.0,1.0
137,PWY0-1584,0.997989949749,,0.0,1.0
138,PWY0-42,0.997989949749,,0.0,1.0
144,COBALSYN-PWY,0.998994974874,,0.0,1.0
145,DAPLYSINESYN-PWY,0.998994974874,,0.0,1.0
146,DTDPRHAMSYN-PWY,0.998994974874,,0.0,1.0
148,GALACTARDEG-PWY,0.998994974874,,0.0,1.0
149,GALACTMETAB-PWY,0.998994974874,,0.0,1.0
151,GLCMANNANAUT-PWY,0.998994974874,,0.0,1.0
156,PWY-4261,0.998994974874,,0.0,1.0
157,PWY-4621,0.998994974874,,0.0,1.0
161,PWY-6012,0.998994974874,,0.0,1.0
162,PWY-6121,0.998994974874,,0.0,1.0
165,PWY-6151,0.998994974874,,0.0,1.0
166,PWY-6620,0.998994974874,,0.0,1.0
169,PWY0-1296,0.998994974874,,0.0,1.0
172,PWY0-1546,0.998994974874,,0.0,1.0
177,PWY0-501,0.998994974874,,0.0,1.0
180,UBISYN-PWY,0.998994974874,,0.0,1.0
182,ALANINE-VALINESYN-PWY,0.998994974874,,0.0,1.0
184,CARNMET-PWY,0.998994974874,,0.0,1.0
185,DARABCATK12-PWY,0.998994974874,,0.0,1.0
186,FUCCAT-PWY,0.998994974874,,0.0,1.0
187,GLYCEROLMETAB-PWY,0.998994974874,,0.0,1.0
189,GLYOXDEG-PWY,0.998994974874,,0.0,1.0
190,KDO-LIPASYN-PWY,0.998994974874,,0.0,1.0
191,PANTOSYN-PWY,0.998994974874,,0.0,1.0
192,PWY-1269,0.998994974874,,0.0,1.0
193,PWY-4381,0.998994974874,,0.0,1.0
196,PWY-5705,0.998994974874,,0.0,1.0
197,PWY-5785,0.998994974874,,0.0,1.0
198,PWY-5966,0.998994974874,,0.0,1.0
199,PWY-6164,0.998994974874,,0.0,1.0
200,PWY-6556,0.998994974874,,0.0,1.0
203,PWY-6708,0.998994974874,,0.0,1.0
205,PWY-7180,0.998994974874,,0.0,1.0
206,PWY-7195,0.998994974874,,0.0,1.0
208,PWY-7242,0.998994974874,,0.0,1.0
211,PWY0-1221,0.998994974874,,0.0,1.0
216,PWY0-1545,0.998994974874,,0.0,1.0
217,PWY0-1568,0.998994974874,,0.0,1.0
218,PWY0-1573,0.998994974874,,0.0,1.0
219,PWY0-181,0.998994974874,,0.0,1.0
220,PWY0-301,0.998994974874,,0.0,1.0
221,PYRIDNUCSYN-PWY,0.998994974874,,0.0,1.0
222,SER-GLYSYN-PWY,0.998994974874,,0.0,1.0
223,SERDEG-PWY,0.998994974874,,0.0,1.0
