,Annotation,accuracy,precision,sensitivity,specificity
47,1CMET2-PWY,0.991959798995,0.0,0.0,0.994959677419
48,ARO-PWY,0.988944723618,0.0,0.0,0.991935483871
49,COLANSYN-PWY,0.993969849246,0.0,0.0,0.996975806452
50,ECASYN-PWY,0.990954773869,0.0,0.0,0.993951612903
51,GLUTAMINDEG-PWY,0.993969849246,0.0,0.0,0.996975806452
52,MET-SAM-PWY,0.990954773869,0.0,0.0,0.993951612903
53,PENTOSE-P-PWY,0.992964824121,0.0,0.0,0.995967741935
54,PWY-5838,0.992964824121,0.0,0.0,0.995967741935
55,PWY-7219,0.992964824121,0.0,0.0,0.995967741935
57,PWY0-1577,0.991959798995,0.0,0.0,0.994959677419
58,PWY0-1585,0.995979899497,0.0,0.0,0.998991935484
59,PWY0-162,0.992964824121,0.0,0.0,0.995967741935
60,PWY0-321,0.991959798995,0.0,0.0,0.994959677419
61,HISTSYN-PWY,0.995979899497,0.0,0.0,0.997985901309
63,OANTIGEN-PWY,0.992964824121,0.0,0.0,0.994964753273
64,PHOSLIPSYN-PWY,0.989949748744,0.0,0.0,0.991943605237
65,POLYAMSYN-PWY,0.993969849246,0.0,0.0,0.995971802618
66,PWY-6125,0.993969849246,0.0,0.0,0.995971802618
67,PWY-6823,0.992964824121,0.0,0.0,0.994964753273
68,PWY-7196,0.989949748744,0.0,0.0,0.991943605237
69,PWY0-1356,0.994974874372,0.0,0.0,0.996978851964
70,PWY0-1578,0.994974874372,0.0,0.0,0.996978851964
71,PWY0-1581,0.996984924623,0.0,0.0,0.998992950655
72,ENTBACSYN-PWY,0.994974874372,0.0,0.0,0.996978851964
73,FUC-RHAMCAT-PWY,0.994974874372,0.0,0.0,0.996978851964
75,GALACTITOLCAT-PWY,0.995979899497,0.0,0.0,0.997985901309
77,NAGLIPASYN-PWY,0.994974874372,0.0,0.0,0.996978851964
78,NONMEVIPP-PWY,0.993969849246,0.0,0.0,0.995971802618
80,PWY-6519,0.988944723618,0.0,0.0,0.990936555891
81,PWY-6612,0.993969849246,0.0,0.0,0.995971802618
83,PWY-6892,0.992964824121,0.0,0.0,0.994964753273
84,PWY0-1061,0.991959798995,0.0,0.0,0.993957703927
85,PWY0-1329,0.991959798995,0.0,0.0,0.993957703927
86,PWY0-1355,0.993969849246,0.0,0.0,0.995971802618
87,PWY0-1479,0.993969849246,0.0,0.0,0.995971802618
88,PWY0-1576,0.992964824121,0.0,0.0,0.994964753273
89,PWY0-163,0.995979899497,0.0,0.0,0.997985901309
90,PWY0-845,0.994974874372,0.0,0.0,0.996978851964
91,PWY0-881,0.995979899497,0.0,0.0,0.997985901309
92,SO4ASSIM-PWY,0.994974874372,0.0,0.0,0.996978851964
93,VALSYN-PWY,0.996984924623,0.0,0.0,0.998992950655
94,ASPASN-PWY,0.992964824121,0.0,0.0,0.994964753273
95,FAO-PWY,0.993969849246,0.0,0.0,0.995971802618
96,GLUCOSE1PMETAB-PWY,0.995979899497,0.0,0.0,0.997985901309
97,GLYCOCAT-PWY,0.994974874372,0.0,0.0,0.996978851964
98,GLYCOLATEMET-PWY,0.995979899497,0.0,0.0,0.997985901309
99,ILEUSYN-PWY,0.995979899497,0.0,0.0,0.997985901309
100,KETOGLUCONMET-PWY,0.994974874372,0.0,0.0,0.996978851964
101,LEUSYN-PWY,0.995979899497,0.0,0.0,0.997985901309
102,METSYN-PWY,0.994974874372,0.0,0.0,0.996978851964
103,NONOXIPENT-PWY,0.991959798995,0.0,0.0,0.993957703927
104,ORNDEG-PWY,0.996984924623,0.0,0.0,0.998992950655
105,PWY-5837,0.994974874372,0.0,0.0,0.996978851964
106,PWY-5973,0.989949748744,0.0,0.0,0.991943605237
107,PWY-6284,0.989949748744,0.0,0.0,0.991943605237
108,PWY-7184,0.993969849246,0.0,0.0,0.995971802618
109,PWY-7187,0.992964824121,0.0,0.0,0.994964753273
110,PWY-7220,0.995979899497,0.0,0.0,0.997985901309
111,PWY-7222,0.995979899497,0.0,0.0,0.997985901309
112,PWY0-1298,0.994974874372,0.0,0.0,0.996978851964
113,PWY0-1353,0.988944723618,0.0,0.0,0.990936555891
114,PWY0-1533,0.995979899497,0.0,0.0,0.997985901309
116,PWY0-381,0.996984924623,0.0,0.0,0.998992950655
117,DETOX1-PWY,0.990954773869,0.0,0.0,0.992950654582
118,FASYN-ELONG-PWY,0.996984924623,0.0,0.0,0.998992950655
120,GLUCUROCAT-PWY,0.995979899497,0.0,0.0,0.997985901309
121,GLUTORN-PWY,0.995979899497,0.0,0.0,0.997985901309
122,GLYOXYLATE-BYPASS,0.994974874372,0.0,0.0,0.996978851964
125,P2-PWY,0.994974874372,0.0,0.0,0.996978851964
126,POLYISOPRENSYN-PWY,0.993969849246,0.0,0.0,0.995971802618
127,PWY-5437,0.995979899497,0.0,0.0,0.997985901309
128,PWY-5453,0.995979899497,0.0,0.0,0.997985901309
129,PWY-6163,0.993969849246,0.0,0.0,0.995971802618
133,PWY-6609,0.996984924623,0.0,0.0,0.998992950655
134,PWY-6952,0.992964824121,0.0,0.0,0.994964753273
135,PWY-7315,0.996984924623,0.0,0.0,0.998992950655
136,PWY0-1297,0.991959798995,0.0,0.0,0.993957703927
137,PWY0-1584,0.995979899497,0.0,0.0,0.997985901309
138,PWY0-42,0.992964824121,0.0,0.0,0.994964753273
139,PYRIDOXSYN-PWY,0.994974874372,0.0,0.0,0.996978851964
140,RIBOSYN2-PWY,0.992964824121,0.0,0.0,0.994964753273
141,THRESYN-PWY,0.995979899497,0.0,0.0,0.997985901309
142,4AMINOBUTMETAB-PWY,0.996984924623,0.0,0.0,0.997987927565
143,ACETATEUTIL-PWY,0.997989949749,0.0,0.0,0.998993963783
144,COBALSYN-PWY,0.994974874372,0.0,0.0,0.995975855131
145,DAPLYSINESYN-PWY,0.996984924623,0.0,0.0,0.997987927565
146,DTDPRHAMSYN-PWY,0.996984924623,0.0,0.0,0.997987927565
147,FASYN-INITIAL-PWY,0.997989949749,0.0,0.0,0.998993963783
148,GALACTARDEG-PWY,0.996984924623,0.0,0.0,0.997987927565
149,GALACTMETAB-PWY,0.993969849246,0.0,0.0,0.994969818913
151,GLCMANNANAUT-PWY,0.994974874372,0.0,0.0,0.995975855131
153,GLUT-REDOX-PWY,0.996984924623,0.0,0.0,0.997987927565
154,LCYSDEG-PWY,0.995979899497,0.0,0.0,0.996981891348
155,PHESYN,0.997989949749,0.0,0.0,0.998993963783
156,PWY-4261,0.995979899497,0.0,0.0,0.996981891348
157,PWY-4621,0.995979899497,0.0,0.0,0.996981891348
158,PWY-5386,0.994974874372,0.0,0.0,0.995975855131
159,PWY-5668,0.994974874372,0.0,0.0,0.995975855131
160,PWY-5971,0.994974874372,0.0,0.0,0.995975855131
161,PWY-6012,0.996984924623,0.0,0.0,0.997987927565
162,PWY-6121,0.997989949749,0.0,0.0,0.998993963783
163,PWY-6122,0.997989949749,0.0,0.0,0.998993963783
164,PWY-6123,0.996984924623,0.0,0.0,0.997987927565
165,PWY-6151,0.996984924623,0.0,0.0,0.997987927565
166,PWY-6620,0.996984924623,0.0,0.0,0.997987927565
167,PWY-6961,0.996984924623,0.0,0.0,0.997987927565
168,PWY-7544,0.997989949749,0.0,0.0,0.998993963783
169,PWY0-1296,0.996984924623,0.0,0.0,0.997987927565
171,PWY0-1544,0.997989949749,0.0,0.0,0.998993963783
172,PWY0-1546,0.994974874372,0.0,0.0,0.995975855131
173,PWY0-1561,0.997989949749,0.0,0.0,0.998993963783
174,PWY0-1565,0.995979899497,0.0,0.0,0.996981891348
175,PWY0-1567,0.995979899497,0.0,0.0,0.996981891348
177,PWY0-501,0.996984924623,0.0,0.0,0.997987927565
178,PWY0-862,0.994974874372,0.0,0.0,0.995975855131
179,TRPSYN-PWY,0.991959798995,0.0,0.0,0.992957746479
180,UBISYN-PWY,0.995979899497,0.0,0.0,0.996981891348
181,ACETOACETATE-DEG-PWY,0.997989949749,0.0,0.0,0.998993963783
182,ALANINE-VALINESYN-PWY,0.996984924623,0.0,0.0,0.997987927565
184,CARNMET-PWY,0.997989949749,0.0,0.0,0.998993963783
185,DARABCATK12-PWY,0.995979899497,0.0,0.0,0.996981891348
186,FUCCAT-PWY,0.996984924623,0.0,0.0,0.997987927565
187,GLYCEROLMETAB-PWY,0.997989949749,0.0,0.0,0.998993963783
188,GLYCOGENSYNTH-PWY,0.995979899497,0.0,0.0,0.996981891348
189,GLYOXDEG-PWY,0.995979899497,0.0,0.0,0.996981891348
191,PANTOSYN-PWY,0.995979899497,0.0,0.0,0.996981891348
192,PWY-1269,0.997989949749,0.0,0.0,0.998993963783
197,PWY-5785,0.996984924623,0.0,0.0,0.997987927565
199,PWY-6164,0.997989949749,0.0,0.0,0.998993963783
200,PWY-6556,0.996984924623,0.0,0.0,0.997987927565
202,PWY-6700,0.997989949749,0.0,0.0,0.998993963783
204,PWY-6897,0.996984924623,0.0,0.0,0.997987927565
205,PWY-7180,0.995979899497,0.0,0.0,0.996981891348
206,PWY-7195,0.995979899497,0.0,0.0,0.996981891348
207,PWY-7206,0.995979899497,0.0,0.0,0.996981891348
209,PWY-7446,0.997989949749,0.0,0.0,0.998993963783
210,PWY-7545,0.997989949749,0.0,0.0,0.998993963783
211,PWY0-1221,0.996984924623,0.0,0.0,0.997987927565
212,PWY0-1241,0.993969849246,0.0,0.0,0.994969818913
213,PWY0-1295,0.997989949749,0.0,0.0,0.998993963783
214,PWY0-1338,0.997989949749,0.0,0.0,0.998993963783
216,PWY0-1545,0.997989949749,0.0,0.0,0.998993963783
217,PWY0-1568,0.997989949749,0.0,0.0,0.998993963783
219,PWY0-181,0.996984924623,0.0,0.0,0.997987927565
220,PWY0-301,0.997989949749,0.0,0.0,0.998993963783
221,PYRIDNUCSYN-PWY,0.996984924623,0.0,0.0,0.997987927565
222,SER-GLYSYN-PWY,0.994974874372,0.0,0.0,0.995975855131
224,TYRSYN,0.995979899497,0.0,0.0,0.996981891348
56,PWY0-1261,0.996984924623,,0.0,1.0
74,GALACT-GLUCUROCAT-PWY,0.997989949749,,0.0,1.0
76,HCAMHPDEG-PWY,0.997989949749,,0.0,1.0
79,PWY-5686,0.997989949749,,0.0,1.0
82,PWY-6690,0.997989949749,,0.0,1.0
115,PWY0-1582,0.997989949749,,0.0,1.0
119,GLUCARGALACTSUPER-PWY,0.997989949749,,0.0,1.0
123,HOMOSER-METSYN-PWY,0.997989949749,,0.0,1.0
124,NRI-PWY,0.997989949749,,0.0,1.0
130,PWY-6277,0.997989949749,,0.0,1.0
131,PWY-6282,0.997989949749,,0.0,1.0
132,PWY-6579,0.997989949749,,0.0,1.0
150,GALACTUROCAT-PWY,0.998994974874,,0.0,1.0
152,GLUCARDEG-PWY,0.998994974874,,0.0,1.0
170,PWY0-1471,0.998994974874,,0.0,1.0
176,PWY0-41,0.998994974874,,0.0,1.0
183,AST-PWY,0.998994974874,,0.0,1.0
190,KDO-LIPASYN-PWY,0.998994974874,,0.0,1.0
193,PWY-4381,0.998994974874,,0.0,1.0
194,PWY-5350,0.998994974874,,0.0,1.0
195,PWY-5659,0.998994974874,,0.0,1.0
196,PWY-5705,0.998994974874,,0.0,1.0
198,PWY-5966,0.998994974874,,0.0,1.0
201,PWY-6611,0.998994974874,,0.0,1.0
203,PWY-6708,0.998994974874,,0.0,1.0
208,PWY-7242,0.998994974874,,0.0,1.0
215,PWY0-1507,0.998994974874,,0.0,1.0
218,PWY0-1573,0.998994974874,,0.0,1.0
223,SERDEG-PWY,0.998994974874,,0.0,1.0
